Bedroom,Bathroom,Property Size,Ad List,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Firm Number,REN Number,Park,School,price
3.0,2.0,850.0,102760831,"Gymnasium, Club house, Security, Playground, Barbeque area, Multipurpose hall, Tennis Court, Squash Court, Jogging Track, Parking, Minimart, Swimming Pool, Sauna",Arc @ Austin Hills,Andaman Group,Freehold,"Jalan Sagu 36, Taman Daya, Johor Bahru, Johor",2019.0,35.0,1843.0,Service Residence,1.0,Medium,Non Bumi Lot,E,11395,REN 37832,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,398000
3.0,2.0,903.0,103173165,"Parking, Security, Lift, Playground, Minimart, Jogging Track",Goodview Heights ( Villa Residence ),SHL Consolidated Berhad,Freehold,"Jalan Goodview 1, Goodview Height, Kajang, Selangor",2016.0,5.0,469.0,Apartment,1.0,Low,Non Bumi Lot,E,11989,REN 43692,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,350000
3.0,2.0,700.0,103792298,"Parking, Multipurpose hall, Playground, Security",Sentosa Apartment @ Setia Alam,Bandar Setia Alam Sdn Bhd,Freehold,"Jalan Setia Permai U13/40, Shah Alam, Selangor",2014.0,5.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,30085,REN 53626,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,190000
3.0,2.0,969.0,97315489,"Minimart, Swimming Pool, Parking, Security, Playground, Gymnasium, Lift, Barbeque area, Multipurpose hall",Zentro Residences,IOI Properties Group,Leasehold,"Jalan Sierra 10/1, Bandar 16 Sierra, Puchong, Selangor",2020.0,23.0,241.0,Service Residence,2.0,Low,Non Bumi Lot,E,31756,REN 15356,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,450000
3.0,2.0,700.0,103315726,"Security, Parking, Lift, Playground",Shineville Garden,Zantalite Enterprise (M) Sdn Bhd,Freehold,"Thean Teik Hwy, Ayer Itam, Penang",2014.0,24.0,234.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,260000
3.0,2.0,700.0,103289990,"Security, Parking, Lift, Playground",Shineville Garden,Zantalite Enterprise (M) Sdn Bhd,Freehold,"Thean Teik Hwy, Ayer Itam, Penang",2014.0,24.0,234.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,300000
3.0,2.0,700.0,103748225,"Security, Parking, Lift, Playground",Shineville Garden,Zantalite Enterprise (M) Sdn Bhd,Freehold,"Thean Teik Hwy, Ayer Itam, Penang",2014.0,24.0,234.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,315000
3.0,2.0,800.0,103190909,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track",Tanjung Court,Ideal Property Group,Leasehold,"Lebuhraya Thean Teik, Ayer Itam, Penang",1994.0,6.0,672.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,288000
1.0,1.0,648.0,103738015,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area",Everly Resort Hotel (Riviera Bay),Ideal Property Group,Leasehold,"Jalan Tanjong Kling,, Tanjong Kling, Melaka",2014.0,20.0,462.0,Condominium,10.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,88000
3.0,2.0,829.0,103792147,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",The Clio 2 Residences,IOI Properties Group Berhad,Freehold,"Lebuh IRC, Putrajaya, Putrajaya",2014.0,20.0,462.0,Service Residence,2.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,470000
3.0,2.0,933.0,103792141,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track",The Podium,Chen Ling Group,Leasehold,"Jalan Tun Ahmad Zaidi Adruce, Kuching, Sarawak",2014.0,20.0,462.0,Service Residence,1.0,Medium,Non Bumi Lot,E,30460,REN 01325,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,600000
3.0,2.0,897.0,103792137,"Playground, Security, Swimming Pool, Club house, Minimart, Gymnasium, Barbeque area, Parking",Banjaria Court,Perbadanan Kemajuan Negeri Selangor (PKNS),Leasehold,"Jalan Samudera Timur 1, Taman Samudra, Batu Caves, Selangor",2010.0,20.0,704.0,Condominium,1.0,Medium,Bumi Lot,VEPM,02552,REN 00000,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","Sekolah Menengah Kebangsaan Sri Gombak
Sekolah Kebangsaan Taman Samudra
Sekolah Kebangsaan Taman Seri Gombak 2
Sekolah Kebangsaan Taman Seri Gombak 1",385000
2.0,2.0,1311.0,103792169,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Apartment Desa Tasik Fasa 1A,Ideal Property Group,Freehold,"Off Jalan Tasik Selatan 20, Sungai Besi, Kuala Lumpur",2014.0,13.0,462.0,Condominium,2.0,Low,Non Bumi Lot,E,11862,REN 22963,"Park at Bandar Tasik Selatan, Sungai Besi, Kuala Lumpur, Malaysia
Pekan Sungai Besi Community Park, Pekan Sungai Besi, Sungai Besi, Kuala Lumpur, Malaysia","Sekolah Kebangsaan Desa Tasik
SK Sungai Besi
SJK(C) Kwong Hon
SMK Sungai Besi
SRA Al-Islahiah
SRA Darul Hikmah
SK Bandar Tasik Selatan",350000
4.0,2.0,1400.0,103792167,"Playground, Gymnasium, Multipurpose hall, Parking, Jogging Track",Kiara East - DEX Suites,Kiara East Property Sdn Bhd,Leasehold,"Jalan 3/18A Taman Mastiara, KL City, Kuala Lumpur",2016.0,20.0,462.0,Condominium,2.0,Low,Non Bumi Lot,E,31487,REN 12328,"Park at Taman Wahyu Park, Taman Wahyu, Batu, Kuala Lumpur, Malaysia
Taman Rekreasi Jalan Sibu, Taman Wahyu, Batu, Kuala Lumpur, Malaysia
Batu Metropolitan Park, Batu, Batu Caves, Kuala Lumpur, Malaysia
Park at EcoSky, Kuala Lumpur, Malaysia","SMK Tiara Permai
SK Tiara Permai
SMK Dato Ibrahim Yaacob
SJK (C) Mun Choong
Sekolah Kebangsaan Batu Muda",900000
3.0,2.0,700.0,103738707,"Parking, Security, Lift, Tennis Court, Swimming Pool",Serina Bay,PLB Land Sdn Bhd,Leasehold,"Hilir Sungai Pinang, Jelutong, Penang",2008.0,22.0,754.0,Condominium,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,458000
3.0,2.0,850.0,103732912,"Security, Tennis Court, Playground, Jogging Track, Parking, Swimming Pool, Gymnasium, Lift, Minimart, Multipurpose hall",Putatan Platinum Apartment,Syarikat Perumahan Negara Berhad,Leasehold,"Jalan Putatan, Penampang, Sabah",2014.0,12.0,1012.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,300000
1.0,1.0,655.0,103737795,"Jogging Track, Tennis Court, Squash Court, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house",591 Damansara,Nexus Development Sdn Bhd,Freehold,"Jalan Perimbun, Shah Alam, Selangor",2014.0,10.0,84.0,Condominium,1.0,Low,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,299000
2.0,2.0,550.0,103792293,"Parking, Security, Swimming Pool, Playground, Lift, Minimart",Green Garden,Ideal Property Group,Freehold,"Jalan Paya Terubong,, Paya Terubong, Penang",2014.0,26.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,30958,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,133000
1.0,1.0,17611.0,103729938,"Parking, Security, Lift, Swimming Pool",Mahkota Valley,MGCC Properties,Freehold,"Jalan IM 9/2, Kuantan, Pahang",2014.0,20.0,462.0,Condominium,1.0,High,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,270000
3.0,1.0,914.0,103729534,"Parking, Jogging Track, Security, Lift, Squash Court, Swimming Pool, Playground, Minimart",Wisma 2020 Muar,Ideal Property Group,Freehold,"Jalan Temenggong Ahmad, 84000, Johor, Muar, Johor",2014.0,20.0,462.0,Apartment,2.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,298000
3.0,2.0,900.0,103669851,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Sauna, Gymnasium, Tennis Court",Serina Bay,PLB Land Sdn Bhd,Leasehold,"Hilir Sungai Pinang, Jelutong, Penang",2008.0,22.0,754.0,Condominium,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,476000
4.0,3.0,1960.0,103735897,"Swimming Pool, Minimart, Multipurpose hall, Parking, Playground, Security, Lift, Barbeque area, Jogging Track, Tennis Court",Riviera Bay Resort Condominium,Ideal Property Group,Leasehold,"10km, Jalan Tanjung Kling, Tanjong Kling, Melaka",2014.0,20.0,462.0,Condominium,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,450000
3.0,2.0,750.0,103637655,"Parking, Jogging Track, Security, Lift, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house",Desa Medura,AM-EL Group,Freehold,"Lebuh Relau 4, Taman Desa Relau, Bayan Lepas, Penang",2014.0,20.0,462.0,Condominium,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,285000
1.0,1.0,391.0,103728442,"Sauna, Security, Swimming Pool, Gymnasium, Playground, Parking, Jogging Track",University Utama Condominium,The W Property Collection,Leasehold,"Jalan Kayu Madang, Kota Kinabalu, Sabah",2014.0,20.0,462.0,Condominium,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,220000
1.0,1.0,560.0,103352777,"Parking, Security, Minimart, Playground, Tennis Court, Multipurpose hall, Jogging Track, Sauna, Swimming Pool, Gymnasium, Lift, Club house, Barbeque area, Squash Court",Astoria Ampang,Xtreme Meridian Sdn. Bhd.,Leasehold,"Jalan Bemban, Ampang, Selangor",2020.0,46.0,1012.0,Service Residence,2.0,High,Non Bumi Lot,E,11584,REN 22963,"Ampang Hilir Lake Garden, Perwira Jaya, Kuala Lumpur, Malaysia",Libyan School,630000
3.0,2.0,1050.0,103239594,"Parking, Security, Tennis Court, Squash Court, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall",Leader Garden,Ideal Property Group,Freehold,"No 1, Jalan Chee Seng 13, Tanjung Bungah, Penang",1998.0,20.0,428.0,Condominium,1.0,High,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,420000
3.0,2.0,1056.0,102428144,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Apartment Aranda Nova Suite,Ideal Property Group,Leasehold,"Jalan Aranda Nova The Square, Pahang, Cameron Highlands",2014.0,20.0,462.0,Apartment,1.0,Low,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,600000
4.0,2.0,1465.0,103792274,"Tennis Court, Sauna, Parking, Security, Squash Court, Minimart, Swimming Pool, Jogging Track, Lift, Playground, Gymnasium",Bukit OUG Condominium,BERJAYA GROUP,Freehold,"Jalan 3A/155, Bukit OUG, Bukit Jalil, Kuala Lumpur",1996.0,16.0,462.0,Condominium,1.0,Low,Non Bumi Lot,E,31487,REN 12328,"Jalil Sutera Park, Bukit Jalil, Kuala Lumpur, Malaysia
Park at Sri Rakyat Apartment, Bukit Jalil, Kuala Lumpur, Malaysia","SJK (T) Ladang Bukit Jalil
SJK(C) Lai Meng
Sekolah Menengah Kebangsaan Taman Yarl
SK Seri Indah",440000
2.0,2.0,660.0,102559387,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Club house, Jogging Track",Platinum Arena (Jalan Klang Lama),Ideal Property Group,Leasehold,"Jalan Klang Lama, Batu 5 1/2 Taman Sentosa, Kuala Lumpur, Old Klang Road",2014.0,20.0,462.0,Service Residence,1.0,Medium,Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,390000
3.0,2.0,1003.0,103732345,"Minimart, Parking, Security, Lift",Kondominium Kristal,Worldwide Holdings,Leasehold,"Jalan Pualam 7/32, Seksyen 7, Shah Alam, Selangor",2006.0,12.0,260.0,Condominium,2.0,Low,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,470000
